example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
1571,"{""choices"": ""[\""pole vault --> jetskiing --> zumba --> clean and jerk\"", \""pole vault --> clean and jerk --> zumba --> jetskiing\"", \""jetskiing --> pole vault --> zumba --> clean and jerk\"", \""clean and jerk --> jetskiing --> zumba --> pole vault\""]"", ""correct_choice"": ""B"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_263""}",5_order/order_263,Can you tell me which option represents the actual order of actions shown in the video?,"[""pole vault --> jetskiing --> zumba --> clean and jerk"", ""pole vault --> clean and jerk --> zumba --> jetskiing"", ""jetskiing --> pole vault --> zumba --> clean and jerk"", ""clean and jerk --> jetskiing --> zumba --> pole vault""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.2060958445072174,True,True,0.2060958445072174,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1572,"{""choices"": ""[\""carving pumpkin --> tossing coin --> milking cow --> shredding paper\"", \""tossing coin --> shredding paper --> milking cow --> carving pumpkin\"", \""milking cow --> shredding paper --> carving pumpkin --> tossing coin\"", \""carving pumpkin --> milking cow --> tossing coin --> shredding paper\""]"", ""correct_choice"": ""C"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_264""}",5_order/order_264,Please identify the option that corresponds to the order of events as they occur in the video.,"[""carving pumpkin --> tossing coin --> milking cow --> shredding paper"", ""tossing coin --> shredding paper --> milking cow --> carving pumpkin"", ""milking cow --> shredding paper --> carving pumpkin --> tossing coin"", ""carving pumpkin --> milking cow --> tossing coin --> shredding paper""]",order,C,C,D,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.5121407210826874,True,False,0.5121407210826874,True,False,llm,llm_verifier_disagreement,route_224,X,0.67,"X has higher top1_prob and prob_margin, and lower entropy than Y, indicating stronger confidence overall.",0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has higher top1_prob and prob_margin, and lower entropy than Y, indicating stronger confidence overall.""}"
1573,"{""choices"": ""[\""pole vault --> playing harp --> paragliding --> cooking sausages\"", \""cooking sausages --> paragliding --> pole vault --> playing harp\"", \""cooking sausages --> pole vault --> paragliding --> playing harp\"", \""playing harp --> pole vault --> cooking sausages --> paragliding\""]"", ""correct_choice"": ""A"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_265""}",5_order/order_265,Can you tell me which option represents the actual order of actions shown in the video?,"[""pole vault --> playing harp --> paragliding --> cooking sausages"", ""cooking sausages --> paragliding --> pole vault --> playing harp"", ""cooking sausages --> pole vault --> paragliding --> playing harp"", ""playing harp --> pole vault --> cooking sausages --> paragliding""]",order,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.2788158506155014,True,True,0.2788158506155014,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1574,"{""choices"": ""[\""baking cookies --> javelin throw --> jetskiing --> making jewelry\"", \""baking cookies --> javelin throw --> making jewelry --> jetskiing\"", \""baking cookies --> making jewelry --> javelin throw --> jetskiing\"", \""jetskiing --> making jewelry --> baking cookies --> javelin throw\""]"", ""correct_choice"": ""C"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_266""}",5_order/order_266,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""baking cookies --> javelin throw --> jetskiing --> making jewelry"", ""baking cookies --> javelin throw --> making jewelry --> jetskiing"", ""baking cookies --> making jewelry --> javelin throw --> jetskiing"", ""jetskiing --> making jewelry --> baking cookies --> javelin throw""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.4929617941379547,True,True,0.4929617941379547,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1575,"{""choices"": ""[\""tossing coin --> clean and jerk --> riding mule --> pole vault\"", \""clean and jerk --> tossing coin --> pole vault --> riding mule\"", \""pole vault --> clean and jerk --> riding mule --> tossing coin\"", \""clean and jerk --> tossing coin --> riding mule --> pole vault\""]"", ""correct_choice"": ""D"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_268""}",5_order/order_268,Can you tell me which option represents the actual order of actions shown in the video?,"[""tossing coin --> clean and jerk --> riding mule --> pole vault"", ""clean and jerk --> tossing coin --> pole vault --> riding mule"", ""pole vault --> clean and jerk --> riding mule --> tossing coin"", ""clean and jerk --> tossing coin --> riding mule --> pole vault""]",order,D,B,D,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.05243954062461853,True,False,0.05243954062461853,True,False,llm,llm_verifier_disagreement,route_112,Y,0.61,"Y has slightly higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.61,""reason"":""Y has slightly higher top1_prob and prob_margin, plus lower entropy, so it looks more confident overall.""}"
1576,"{""choices"": ""[\""jetskiing --> abseiling --> water sliding --> playing trombone\"", \""playing trombone --> jetskiing --> water sliding --> abseiling\"", \""playing trombone --> abseiling --> jetskiing --> water sliding\"", \""abseiling --> playing trombone --> jetskiing --> water sliding\""]"", ""correct_choice"": ""B"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_269""}",5_order/order_269,Please identify the option that corresponds to the order of events as they occur in the video.,"[""jetskiing --> abseiling --> water sliding --> playing trombone"", ""playing trombone --> jetskiing --> water sliding --> abseiling"", ""playing trombone --> abseiling --> jetskiing --> water sliding"", ""abseiling --> playing trombone --> jetskiing --> water sliding""]",order,B,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.23214754462242126,True,True,0.23214754462242126,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1577,"{""choices"": ""[\""2->1->3->4\"", \""2->3->1->4\"", \""4->3->2->1\"", \""1->2->3->4\""]"", ""correct_choice"": ""A"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1) Cheese is sprinkled on the spaghetti; (2) A plate of spaghetti is shown; (3) Vegetables are added to the pot; (4) All of the contents get mixed and cooked."", ""video_id"": ""5_order/order_27""}",5_order/order_27,Arrange the following events from the video in the correct chronological order: (1) Cheese is sprinkled on the spaghetti; (2) A plate of spaghetti is shown; (3) Vegetables are added to the pot; (4) All of the contents get mixed and cooked.,"[""2->1->3->4"", ""2->3->1->4"", ""4->3->2->1"", ""1->2->3->4""]",order,A,B,B,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.8907184787094593,False,True,0.8907184787094593,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1578,"{""choices"": ""[\""baking cookies --> playing trombone --> cleaning toilet --> playing harp\"", \""playing harp --> cleaning toilet --> playing trombone --> baking cookies\"", \""cleaning toilet --> baking cookies --> playing harp --> playing trombone\"", \""playing harp --> cleaning toilet --> baking cookies --> playing trombone\""]"", ""correct_choice"": ""B"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_270""}",5_order/order_270,Can you tell me which option represents the actual order of actions shown in the video?,"[""baking cookies --> playing trombone --> cleaning toilet --> playing harp"", ""playing harp --> cleaning toilet --> playing trombone --> baking cookies"", ""cleaning toilet --> baking cookies --> playing harp --> playing trombone"", ""playing harp --> cleaning toilet --> baking cookies --> playing trombone""]",order,B,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.7827617079019547,True,True,0.7827617079019547,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1579,"{""choices"": ""[\""cleaning toilet --> making jewelry --> abseiling --> javelin throw\"", \""javelin throw --> making jewelry --> abseiling --> cleaning toilet\"", \""cleaning toilet --> javelin throw --> making jewelry --> abseiling\"", \""abseiling --> javelin throw --> making jewelry --> cleaning toilet\""]"", ""correct_choice"": ""A"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_271""}",5_order/order_271,Can you tell me which option represents the actual order of actions shown in the video?,"[""cleaning toilet --> making jewelry --> abseiling --> javelin throw"", ""javelin throw --> making jewelry --> abseiling --> cleaning toilet"", ""cleaning toilet --> javelin throw --> making jewelry --> abseiling"", ""abseiling --> javelin throw --> making jewelry --> cleaning toilet""]",order,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.49140171706676483,True,True,0.49140171706676483,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1580,"{""choices"": ""[\""tossing coin --> jetskiing --> javelin throw --> carving pumpkin\"", \""jetskiing --> javelin throw --> tossing coin --> carving pumpkin\"", \""tossing coin --> jetskiing --> carving pumpkin --> javelin throw\"", \""carving pumpkin --> javelin throw --> tossing coin --> jetskiing\""]"", ""correct_choice"": ""B"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_272""}",5_order/order_272,Please identify the option that corresponds to the order of events as they occur in the video.,"[""tossing coin --> jetskiing --> javelin throw --> carving pumpkin"", ""jetskiing --> javelin throw --> tossing coin --> carving pumpkin"", ""tossing coin --> jetskiing --> carving pumpkin --> javelin throw"", ""carving pumpkin --> javelin throw --> tossing coin --> jetskiing""]",order,B,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.29042597115039825,True,True,0.29042597115039825,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1581,"{""choices"": ""[\""baking cookies --> jetskiing --> water sliding --> paragliding\"", \""water sliding --> baking cookies --> jetskiing --> paragliding\"", \""baking cookies --> water sliding --> jetskiing --> paragliding\"", \""jetskiing --> water sliding --> paragliding --> baking cookies\""]"", ""correct_choice"": ""B"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_273""}",5_order/order_273,Please identify the option that corresponds to the order of events as they occur in the video.,"[""baking cookies --> jetskiing --> water sliding --> paragliding"", ""water sliding --> baking cookies --> jetskiing --> paragliding"", ""baking cookies --> water sliding --> jetskiing --> paragliding"", ""jetskiing --> water sliding --> paragliding --> baking cookies""]",order,B,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.04570126533508301,True,True,0.04570126533508301,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1582,"{""choices"": ""[\""abseiling --> baking cookies --> clean and jerk --> water sliding\"", \""water sliding --> clean and jerk --> baking cookies --> abseiling\"", \""clean and jerk --> abseiling --> baking cookies --> water sliding\"", \""abseiling --> water sliding --> clean and jerk --> baking cookies\""]"", ""correct_choice"": ""A"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_275""}",5_order/order_275,Please identify the option that corresponds to the order of events as they occur in the video.,"[""abseiling --> baking cookies --> clean and jerk --> water sliding"", ""water sliding --> clean and jerk --> baking cookies --> abseiling"", ""clean and jerk --> abseiling --> baking cookies --> water sliding"", ""abseiling --> water sliding --> clean and jerk --> baking cookies""]",order,A,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.3983556628227234,True,True,0.3983556628227234,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1583,"{""choices"": ""[\""riding mule --> clean and jerk --> zumba --> cleaning toilet\"", \""cleaning toilet --> zumba --> clean and jerk --> riding mule\"", \""cleaning toilet --> zumba --> riding mule --> clean and jerk\"", \""riding mule --> cleaning toilet --> zumba --> clean and jerk\""]"", ""correct_choice"": ""A"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_276""}",5_order/order_276,Please identify the option that corresponds to the order of events as they occur in the video.,"[""riding mule --> clean and jerk --> zumba --> cleaning toilet"", ""cleaning toilet --> zumba --> clean and jerk --> riding mule"", ""cleaning toilet --> zumba --> riding mule --> clean and jerk"", ""riding mule --> cleaning toilet --> zumba --> clean and jerk""]",order,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.16757318377494812,True,True,0.16757318377494812,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
